idx,query,text,negative_score,neutral_score,positive_score,compound_score
772,police brutality,Police brutality how? As someone with light cramps I find myself extremely lucky and there's nothing wrong with that tweet ,0.156,0.624,0.22,0.1648
773,police brutality,Fuckers. RT @chadloder: The two Buffalo Police officers who knocked -year-old Martin Gugino to the ground causing him to suffer a skull fracture during a  protest against police brutality have been cleared of wrongdoing by an arbitrator. ,0.299,0.67,0.031,-0.9186
774,police brutality,Mon Jun   San Luis Obispo California - Law enforcement fire on crowd with their arms up chanting WATCH:  Obispo SanLuis ObispoCalifornia SLOPD blacklivesmatter blm defundthepolice abolishthepolice,0.091,0.909,0.0,-0.34
775,police brutality,Police Brutality Covid war in UkraineThings still happening in the background apparently ,0.441,0.559,0.0,-0.836
776,police brutality,Watch police brutality on Muslims of khargone MP.We are living in a fascist islamophobic state: @DubaiPressClub @KingSalman@drunkJournalist @MuslimSpaces@ReallySwara @IamOnirIndianMuslimsUnderAttack ,0.322,0.678,0.0,-0.8225
777,police brutality,Huh??? Theyre trynna do up police brutality on Toni and the serpents???? Nah ,0.366,0.634,0.0,-0.7476
778,police brutality,Watch Secular police brutality on Muslims of khargone (KhargoneViolence KhargoneAntiMuslimRiot ) Madhya Pradesh.We are living in a fascist islamophobic state:@LadyVelvet_HFQ@AniAkhtar@aimim_nationalIndianMuslimsUnderAttack MuslimLivesMatter Islamophobia ,0.297,0.703,0.0,-0.8225
779,police brutality,Read Dorians full statement on surviving medical neglect and police brutality on IG @queer_wave and look for this photo. ,0.278,0.635,0.087,-0.7003
780,police brutality,“tough on crime” DAs never seem to have a record of being tough on police corruption/misconduct/brutality huh?,0.091,0.909,0.0,-0.128
781,police brutality,CW: Police brutality bloodNYPD Rent-a-soliders pushed a man to the ground knocking him out and making him bleed from his head profusely. They got off with no charges.Fuck the blues. Good cops resign. ,0.218,0.709,0.073,-0.6908
782,police brutality,Not in my country Nigeria..A lot of Nigerian has been stop(put to death) living their best life due to insecurities and police brutality. ,0.219,0.645,0.135,-0.3818
783,police brutality,Can everyone please stop with the false narrative that other parts of Europe are free from racism sexism queer-phobia please! Omg it is tedious! “Racism Xenophobia and Police Brutality on the Rise in Spain”,0.233,0.598,0.169,-0.6103
784,police brutality,It's a threat to every right-thinking Nigerian. Who wants him to 'complete' insecurity unemployment police brutality brazen thievery ASUU strikes spiralling inflation terrorism poverty and lawlessness? He had shouldn't come to complete any demonic assignment. We don't want ,0.498,0.502,0.0,-0.9793
785,police brutality,I did NOT mean that white people are experiencing police brutality btw! Just saying that no matter your race you shouldnt be as exposed to it as kids are!! ,0.212,0.719,0.07,-0.7753
786,police brutality,Watch police brutality on Muslims of khargoneMP We are living in a fascist islamophobic state:@milligazette @hrw @MaryLawlorhrds @SanaSaeed @RanaAyyub @LadyVelvet_HFQ @omarsuleiman @TheMuslimGuy @MJALSHRIKA @Afrahnasser @LinahAlsaafinIndianMuslimsUnderAttack ,0.257,0.743,0.0,-0.8225
787,police brutality,Statistically speaking wouldnt the most effective way to fight domestic violence be by DefundThePolice??‍“… percent of cops are domestic abusers.”,0.366,0.634,0.0,-0.8699
788,police brutality,Some people are knocking the restraining etc. May be cause some police officers are slightly uneasy going in as theyll get done for brutality. They cant win!!   InsideTheForce,0.285,0.715,0.0,-0.8739
789,police brutality,Thousands of lives wasted in hands of herdsmen bandits terrorists IPOB gunmen  police brutality Lekki Massacre more than % increase in food prices extreme poverty power failure  so on.Let me finish what we started should be considered a threat to Nigerian lives.,0.374,0.58,0.045,-0.9624
790,police brutality,One thing I dont get about @sitw being moved… is like… wasnt the idea to get away from police brutality? So you chose… DC????,0.184,0.816,0.0,-0.7149
791,police brutality,theres an episode of inside the forces on and i am in absolute disgust and disbelief. what those police did was % brutality and racism and??? theyre passing it off as normal??,0.324,0.676,0.0,-0.932
792,police brutality,Police brutality covid and Russia attempting to conquer their neighbor are all issues worthy of attention. Anything else genius? ,0.167,0.711,0.121,-0.2732
793,police brutality,Sun May   Waterbury Connecticut - Police detain protesters WATCH:  WaterburyConnecticut WPD blacklivesmatter blm defundthepolice abolishthepolice,0.281,0.719,0.0,-0.5719
794,police brutality,Makes me laugh a film crew there filming everything yet some moron is filming it  on their phone shouting police brutality InsideTheForce,0.25,0.625,0.125,-0.5574
795,police brutality,An arbitrator ruled that two Buffalo police officers didn't violate the department's use-of-force guidelines when they pushed a -year-old protester to the ground in June  protests….Which means their guidelines called for brutality.  ,0.112,0.814,0.074,-0.3339
796,police brutality,Insecurity Poverty capital of the world Bad education system Police brutality No stable ElectricityCorruption High cost of livingBad healthcare Unemployment Human trafficking Infrastructural problemsPlease the list is never ending!!,0.443,0.506,0.051,-0.9523
797,police brutality,Watching NCIs Los Angeles and cried from that police arresting the agent  his sister. I didnt realize how triggered I get and ptsd I get from seeing things like that. Man I need more therapy  I usually avoid any police brutality videos cuz of my own experience ,0.183,0.767,0.05,-0.7624
798,police brutality,So you want to complete what Buhari started?No way!We say no to terrorismWe say no to povertyWe say no to kidnappingWe say no to cronyism We say no to police brutalityWe say no to poverty capital We say no to intermittent power grid collapseWe say no to division ,0.349,0.625,0.026,-0.9486
799,police brutality,Most fail to realize that Martin Luther King's most influential work came after the dubious assassination of JFK diluting efforts on a Civil Rights Bill to meager application by Education Employment Housing and Voting without any regard for Systemic Biases or Police Brutality. ,0.261,0.68,0.059,-0.9001
800,police brutality,Ah yes...we resent the outsized acheivements. Not the slavery or genocide or colonization or imprisonment or police brutality or redlining or War on Drugs or for-profit prisons or military-industrial complex or... ,0.238,0.668,0.094,-0.6992
801,police brutality,Watch police brutality on Muslims of khargoneMP We are living in a fascist islamophobic state:@milligazette @hrw @MaryLawlorhrds @RanaAyyub @LadyVelvet_HFQ @omarsuleiman @TheMuslimGuy @MJALSHRIKA @Afrahnasser @LinahAlsaafinIndianMuslimsUnderAttack @SamiullahKhan__ ,0.257,0.743,0.0,-0.8225
802,police brutality,Watch this video! You cannot even imagine the brutality of Khargone police. This is the hideous face of Hindutva in the so-called Ramraj where the entire state machinery is engaged in perpetrating atrocities on Muslims.IndianMuslimsUnderAttack  @OIC_OCI @UNHumanRights ,0.102,0.833,0.064,-0.3802
803,police brutality,Watch police brutality on Muslims of khargoneMP We are living in a fascist islamophobic state:@imshaukatali @asadowaisi@Akhtaruliman @imtiaz_jaleel IndianMuslimsUnderAttack ,0.336,0.664,0.0,-0.8225
804,police brutality,Ah now this makes sense. Lockdowns torture and murder in the name of “Covid” starts to make sense if China is using the police brutality as a means to cover up the leak. ,0.349,0.651,0.0,-0.9432
805,police brutality,right-wing civil society groups pushing ideological agendas have the luxury of being showered with cash from both politicians and dark-money billionaires while basic social services are have to scrimp and save as all their funding is rerouted to settling police brutality lawsuits ,0.117,0.816,0.067,-0.34
806,police brutality,So no one is gonna tell @Disney that cops are purposely using their music so that videos of police brutality and misconduct are taken down for copyright?,0.206,0.794,0.0,-0.7574
807,police brutality,Cancelled my The Lcal subscription  If you're going to tell someone that you 'don't cover stories like that' regarding Swedish police brutality and then use anti-immigrant rhetoric.. You're trash!,0.244,0.756,0.0,-0.8127
808,police brutality,Flag of me spreading my ass in my police brutality pants revealing the evangelist rat dog that resides inside my anal cavity. ,0.273,0.727,0.0,-0.8176
809,police brutality,(CW: Police Brutality) Follow up on this incident that happened on  Feb.  at Purdue with officer Jon Selke and student Adonis Tuggle with Selke's girlfriend filming the incident. (Even though bodycam footage was promised to be released in March it's still not been provided) ,0.0,0.945,0.055,0.3612
810,police brutality,The same people who get mad at people protesting police brutality also think vandalism is okay. ,0.418,0.502,0.079,-0.8442
811,police brutality,Police Brutality all that shit Jesus Christ @Tip @youngthug @adamlevine @XXL @Pac @BigSean @chainz @Beyonce @JheneAiko @PostMalone @MikePosner @Drake @JColeNC @wizkhalifa@BBCWorld @BBCNews @FoxNews @foxnews @CNN @cnni @CBSNews @cbschicago @NBCSChicago,0.22,0.78,0.0,-0.8225
812,police brutality,Watch police brutality on Muslims of khargoneMP.We are living in a fascist islamophobic state:@imshaukatali @asadowaisi@Akhtaruliman @imtiaz_jaleel @UNHumanRights@AJEnglish @CNN @trtworld IndianMuslimsUnderAttack ,0.309,0.691,0.0,-0.8225
813,police brutality,Pinning the EndSars protest to politics and the coming  election is futile and painful. Thousands of youth trooped out to protest against police brutality and then bad governance. EndSars isnt about a political party politician or whatever its for the freedom of Nigerians,0.339,0.589,0.073,-0.924
814,police brutality,Wed Sep   Louisville Kentucky - Police fire impact munitions make violent arrests WATCH:  LouisvilleKentucky LPD blacklivesmatter blm defundthepolice abolishthepolice,0.38,0.62,0.0,-0.8481
815,police brutality,criticism is directed at the existence of systemic racism weaker labor protections than most western countries imprisonment of debtors criminalization of homelessness and poverty invasion of its citizens privacy through mass surveillance programs police brutality and corruption ,0.35,0.65,0.0,-0.9531
816,police brutality,Remember this? Cops injured non-violent old man then walked past him. Despicable police union protested their suspension. Only way to end police brutality is policy. Cops should not be allowed to harm a non-violent citizen. Arbitrators got to go. Its our government. ,0.24,0.76,0.0,-0.8934
817,police brutality,BlackLivesMatter Antifa Silent  missing per usual. Just like January . M.I.A. Major imposter syndrome.The woke mob too busy blowing Putin kisses to hold Biden accountable on Police Brutality.The Dark Knight exemplifies social movements in the US.  ,0.055,0.8,0.145,0.5574
818,police brutality,In other news Yvonne Ridley said she's planning a new Myth Busters series where she drives through predominantly African American neighborhoods at night with missing plates to prove racial profiling  Police brutality are lies  its completely safe for Black men to do the same.,0.176,0.762,0.062,-0.701
819,police brutality,Watch police brutality on Muslims of khargone MP.We are living in a fascist islamophobic state:@drunkJournalist @MuslimSpaces@ReallySwara @IamOnir @trtworld @MJALSHRIKAIndianMuslimsUnderAttack IndianMuslimsNeedSupport  ,0.309,0.691,0.0,-0.8225
820,police brutality,Watch police brutality on Muslims of khargone MP.We are living in a fascist islamophobic state:@drunkJournalist @MuslimSpaces@ReallySwara @IamOnirIndianMuslimsUnderAttack  ,0.352,0.648,0.0,-0.8225
821,police brutality,Watch police brutality on Muslims of khargoneMP We are living in a fascist islamophobic state:@milligazette @hrw @MaryLawlorhrds @SanaSaeed @RanaAyyub @LadyVelvet_HFQ @omarsuleiman @TheMuslimGuy @MJALSHRIKA @HussainAzamLive ,0.266,0.734,0.0,-0.8225
822,police brutality,This but also black-blocs arent reducible to casseurs. Its a militant tactic and sometimes when executed effectively a necessary line of collective self-defence against racist police brutality. ,0.299,0.597,0.104,-0.8462
823,police brutality,So you all agreed that Endsars protest was fundamentally political you only used Police brutality to drive opposition game ,0.246,0.657,0.097,-0.5627
824,police brutality,Minors should be able to step away from police brutality awareness even if theyre white. Kids dont need to be reading or seeing that shit its mentally harmful. Being white doesnt mean it wont hurt you too. You wont be traumatized but seeing dead bodies and reading that the-,0.184,0.755,0.06,-0.8494
825,police brutality,Muslims are being constantly attacked  our mosques  homes and shops are being burnt There is full scale brutality going on against Muslims across India Police atrocities in Madhya Pradesh we as a citizen should be ashamedIndianMuslimsUnderAttack,0.175,0.825,0.0,-0.7906
826,police brutality,This woman is as bad as fox news man. Deplatform her before she continues to spread misinformation and in extension disinformationShe's out here equating police brutality with a pandemic and a president who is colluding with literal nazis. This woman is a danger to society ,0.294,0.706,0.0,-0.9371
827,police brutality,Watch police brutality on Muslims of khargoneMP We are living in a fascist islamophobic state:IndianMuslimsUnderAttack ,0.388,0.612,0.0,-0.8225
828,police misconduct,In June  Buffalo cops were caught on camera gratuitously pushing a -year-old protester to the ground fracturing his skull. Two years later let's check in on what's happened to those cops. It shows how our hierarchy of consequences for police misconduct is all screwed up.,0.069,0.931,0.0,-0.4939
829,police misconduct,You have got to watch this IG post from Juicy Toilette.   This case was riddled with police misconduct.  Wut?  ,0.0,1.0,0.0,0.0
830,police misconduct,Fight Police Misconduct ,0.565,0.435,0.0,-0.3818
831,police misconduct,Wiltshire police has horrifying number of misconduct cases with one officer dismissed per month ,0.218,0.706,0.076,-0.5267
832,police misconduct,If you are filming the escalating situation in SriLanka please refer to our tipsheet to safely and effectively film protests and police misconduct (Sinhala and Tamil versions coming soon!) -  GoHomeGota GoHomeGota ,0.051,0.718,0.231,0.7777
833,police misconduct,Alison Woodland proceeded to shut me up over police Misconduct and Police impersonation. Alison and Woodland has used criminal charges to save her own ass with the help of rogue Crown attorneys Who have acted as lawyers for police,0.184,0.695,0.121,-0.4767
834,police misconduct,Wiltshire police has horrifying number of misconduct cases with one officer dismissed per month  No surprise to most other law abiding folks I dont know why the PCC is concerned after his less than honest correspondence sent to members of the public,0.122,0.745,0.133,-0.1226
835,police misconduct,Two Vancouver police officers who handcuffed an Indigenous man and his -year-old granddaughter outside a bank ordered suspended for misconduct ,0.147,0.853,0.0,-0.4767
836,police misconduct,Experts say Melissa Lucios case highlights police misconduct in interrogatingsurvivors ,0.0,1.0,0.0,0.0
837,police misconduct,Police misconduct | Law homeworkhelp ,0.0,1.0,0.0,0.0
838,police misconduct,Today back in  Atty Hector E. Pineiro submits detailed documentation to District Attorney Joe. Early demanding a full investigation into allegations of misconduct by Worcester police officers citing  specific cases of wrongdoing.  ,0.06,0.94,0.0,-0.2263
839,police misconduct,Met Police sergeant raped  women misconduct tribunal finds - but won't be charged   ,0.191,0.681,0.129,-0.2292
840,police misconduct,The Colorado attorney general has received about  complaints about police misconduct but a staffing shortage is limiting the offices ability to launch new probes.  ,0.159,0.733,0.108,-0.1027
841,police misconduct,West Virginia - $. million to be paid out in Westover police misconduct cases  The lawsuits alleged violent misconduct by Westover Police Officers ranging from use of excessive force to false arrests. ,0.231,0.769,0.0,-0.8126
842,police misconduct,Mass. — Since creating a $ million fund to settle police misconduct suits Springfield has paid $ including  teens accusing a cop of civil rights violations  a man assaulted by the front desk cop at police HQ when he complained about a ticket ,0.252,0.698,0.05,-0.8402
843,police misconduct,Stopping police misconduct before it ever starts ..,0.186,0.814,0.0,-0.1531
844,police misconduct,Atten MOHAMED AMIN @IAU_KE   You are the DIRECTOR OF INTERNAL AFFAIRS and it is your duty to investigate extrajudicial killings and police misconduct.  Ahmed Rashid has extrajudicial killed over  youths but you protect him for financial reasons and Eastleigh businessmen.,0.12,0.806,0.074,-0.2732
845,police misconduct,[UK] A Met Police sergeant who faced allegations of breaching professional standards after he was accused of raping two women has been found guilty of gross misconduct for his abhorrent behaviour - but will not be charged with any crime ,0.324,0.637,0.039,-0.9163
846,police misconduct,Ligali Recommendation : A policy that enables the periodic random stop and search of mobile phones and social media accounts belonging to all serving police officers for content that would be a matter of gross misconduct if said to a member of the public. ,0.122,0.853,0.025,-0.6369
847,police misconduct,Police Misconduct and Brutality Survey Questions ,0.444,0.556,0.0,-0.6124
848,police misconduct,The unnamed serving Cleveland Police officer is facing four charges at his gross misconduct hearing next week.   WHY THE ANONYMITY??  ,0.236,0.764,0.0,-0.6767
849,police misconduct,“The Philippine National Police does not tolerate misconduct among its men who are expected to uphold human rights and proper discipline at all times. PNPToServeandProtect  PNPKakampiMo  TeamPNP ,0.0,1.0,0.0,0.0
850,police misconduct,The ones that solely believe police would never make any error and misconduct and also accepting whatever prosecutors presented as valid because hey  They're from the government. They are qualified.   These people needed to open their eyes fr.,0.0,0.881,0.119,0.5938
851,police misconduct, Recommendation - the house take note of this report. So what happens now you ask .... NOTHING apparently!! ,0.0,1.0,0.0,0.0
852,police misconduct,Do you have any idea how much police misconduct would come to light if more cases culminated in jury trials rather than guilty pleas? The correct answer is no—none whatsoever. And that alone is a powerful argument against our current system of plea-driven mass adjudication.,0.146,0.798,0.056,-0.5423
853,police misconduct,A 'whitewash' probe that cleared  Scotland Yard officers of misconduct over a killer who murdered four young men is set to be re-opened the Daily Mail can reveal. ,0.263,0.695,0.042,-0.8519
854,police misconduct,Many details I wish I could share right now of these injustices- Problem is I KNOW nobody cares :( Police misconduct last straw. All stuff Bros do  me is criminal offenses + Yaphank NY Police refuse to even file reports! Domestic Violence Centers need get OrderOf Prot :(,0.334,0.541,0.126,-0.92
855,police misconduct,Ex-Met officer began stalking woman months before retiring from force ,0.0,1.0,0.0,0.0
856,police misconduct,Police investigating sexual misconduct allegations at Ballou High DCPS increases security ,0.0,0.806,0.194,0.34
857,police misconduct,From @DanPKeane - PC David Niven of the Met Police hit a pedestrian with his car before driving off a misconduct hearing has heard.  He failed to stop at the scene and the man was rushed to a London hospital.  Niven resigned before being dismissed.  ,0.165,0.835,0.0,-0.7579
858,police misconduct,'Whitewash' probe that cleared  Scotland Yard officers of misconduct over serial killer to be re-opened  via @MailOnline,0.208,0.725,0.068,-0.5994
859,police misconduct,Monroe NorthCarolina City Council removes member AngeliaJames for misconduct after encounters with police including ordering officers to search hotel to look for killer God warned her about @theobserver -Southern politics at ChickenFriedPolitics.com-  ,0.171,0.773,0.056,-0.6486
860,police misconduct,UK Detective Sgt David Walker who ignored Muslim rape gang activity cleared of misconduct charges  The last of  police officers to be investigated over their handling of historic allegations of child sex abuse in Rotherham has been cleared of misconduct ,0.265,0.679,0.056,-0.91
861,police misconduct,Failure to hold law enforcement to account when their conduct is questionable is a failure that damages the court system which in turn damages democracy. Prosecutors who fail to stand up against police misconduct fail in their duty and fail their community. ,0.432,0.568,0.0,-0.9753
862,police misconduct, The number of officers facing misconduct cases is “horrifying” Wiltshire's police and crime commissioner (PCC) has said with the force dismissing an average of one a month ,0.122,0.833,0.045,-0.4939
863,police misconduct,Yes this story is srsly effed up. The tv news coverage is talking about the gross misconduct of the police over images of this kids music video. Are we supposed to be like yep well its his own fault because he's a black teen rapper? Wtf. ,0.168,0.665,0.166,-0.2732
864,police misconduct,The list of people who committed egregious misconduct to frame Jackie Wilson is too long for a single tweet.    A tortured false confession in  produced a decades long conspiracy among police prosecutors and others to cover it up.    innocenceconference ,0.166,0.784,0.05,-0.7096
865,police misconduct,Public servant immunity protecting MP's and corrupt officials is simple.  Hearing held behind closed doors.  No crime recorded nor number issued - offender can be 'let go' whereas for us we'd be in front of a beak.   For example  ,0.165,0.785,0.05,-0.5875
866,police misconduct,RIVER OAKS TYRANT FOUND  via @YouTube @YouTube is now going after people who post evidence of police misconduct and abuse… This attack on first amendment rights and on auditors is right in line with their censorship policies regarding exposing government ,0.12,0.88,0.0,-0.6369
867,police misconduct,Philly police sexual misconduct case that ousted ex-Commissioner Ross gets trial date - On top of Philly news ,0.0,0.899,0.101,0.2023
868,police misconduct,Sexual misconduct by police officers is a national epidemic.  This woman thought she would be killed if she spoke up.  An investigation found over  officers lost their badges for rape and other misconduct in a -year period.  Flip MI  Blue  MI   ,0.242,0.758,0.0,-0.91
869,police misconduct,There has been a long struggle ― one that continues to this day ― to develop public policy that would curb police misconduct in New York City.  NYPD History,0.084,0.916,0.0,-0.3182
870,police misconduct,Thread about music copyrights police misconduct and a bit of legal insanity. ,0.261,0.634,0.106,-0.4939
871,police misconduct,The FBI is a corrupt police state type organization designed to be an agent of the Democratic Party. Enough.  ,0.0,0.863,0.137,0.4019
872,police misconduct,Rest assured that the “journalists” in Chicago who have built their careers on supposedly exposing police misconduct will ignore the evidence once again emerging that the FBI is the most corrupt law enforcement agency in the country.,0.112,0.827,0.061,-0.2732
873,police misconduct,It's a pity she did nothing to gain respect outside of her cadre.   Took the fat pension and avoided what hangs over the three below.    @GP_CCKelly ,0.321,0.679,0.0,-0.8372
874,police misconduct,Or she jumped ship safeguarding a huge pension before she was caught  Unlike these;   ,0.0,0.714,0.286,0.5267
875,police misconduct,UK Police Discipline;  PoliceReform Police  Punishment for misconduct is;   Minor indiscretion Cake fine.  Misconduct that can't be covered up locally Reflective Practice.  Misconduct that can't be hidden (i.e. against other cops)   @ES_Humour ,0.091,0.857,0.051,-0.34
876,police misconduct,£K Merc Van   full time cops to look after the dogs CostOfLivingCrisis counciltaxrebate     Do the UK Police spend any of our money on catching criminals? @pritipatel PoliceReform  @GwentPoliceFed ,0.121,0.879,0.0,-0.5719
877,police misconduct,From @BBCNews - Concerns have been raised over Mike Veale a former chief constable of Cleveland Police doing advisory work for Leicestershire PCC Rupert Matthews while facing a gross misconduct probe.   ,0.103,0.897,0.0,-0.4767
878,police misconduct,Culture of obstruction has sunk investigations into police misconduct MPs say ,0.0,1.0,0.0,0.0
879,police misconduct,This officer misconduct investigation shows how police regularly get away with police brutality and other crimes it's from  why has little changed?  PoliceReform ThinBlueLine    via @YouTube,0.138,0.862,0.0,-0.6124
880,police misconduct,The Philippine National Police does not tolerate misconduct among its men who are expected to uphold human rights and proper discipline at all times.  TeamPNP WeServeAndProtect PNPKakampiMo ,0.0,1.0,0.0,0.0
881,police misconduct,Former RSPCA QLD executives allege misconduct and corruption in unfair dismissal claims   via @couriermail,0.193,0.807,0.0,-0.4767
882,police misconduct,Exact details of the nature of a PCs gross misconduct cannot be reported after Kent Police failed to reveal when a tribunal was taking place… ,0.234,0.766,0.0,-0.7506
883,police misconduct,“The Philippine National Police does not tolerate misconduct among its men who are expected to uphold human rights and proper discipline at all times   PNPKakampiMo TeamPNP WeServeAndProtect ,0.0,1.0,0.0,0.0
884,police misconduct,Police investigating sexual misconduct allegations at Ballou High infosec infosecurity cybersecurity threatintel threatintelligence hacking cybernews cyberattack threathunting  cloudsecurity cloudcomputing malware ransomware devops dfir ,0.0,1.0,0.0,0.0
885,police misconduct,“The Philippine National Police does not tolerate any form of wrong doing or misconduct within its organization.”  WeServeAndProtect PNPKakampiMo TeamPNPKakampiMo ,0.14,0.86,0.0,-0.4767
886,police misconduct,Two long-serving former RSPCA Queensland executives have alleged they were sacked after blowing the whistle on alleged “misconduct and corruption” at the animal welfare organisation. ,0.0,1.0,0.0,0.0
887,police misconduct,Police  Fire Video: Calif. cop plays Disney music to thwart YouTubers recording: An investigation is underway after an officer apparently used copyrighted music to prevent someone from recording him   ,0.076,0.825,0.098,-0.0772
888,police misconduct,History repeats.   Time to change to suspension without pay to deter police misconduct? I think so. ,0.0,0.915,0.085,0.0762
889,police misconduct,BREAKING; @DCPoliceDept and DCPS are investigating allegations of sexual misconduct at Ballou High School. @tomrousseynews will have more on how officials are working to keep students safe at  p.m.  MORE --&gt; ,0.0,0.912,0.088,0.4404
890,police misconduct,Police officers who handcuffed Indigenous man granddaughter outside bank ordered suspended for misconduct | CBC News ,0.181,0.819,0.0,-0.4767
891,police misconduct,Interview: Outgoing BTP Federation Chair Nigel Goodband: Retiring BTP Fed Chair Nigel Goodband speaks frankly to Police Oracle about attrition rates and a concerning increase in misconduct cases. ,0.0,0.847,0.153,0.5423
892,police misconduct,Three children in Allegany County have been charged with sexual misconduct following an incident first reported last month police said. ,0.087,0.913,0.0,-0.2023
893,police misconduct,A California federal judge has refused to dismiss a lawsuit filed by former Oakland police chief Anne Kirkpatrick that alleges she was fired because she reported multiple instances of misconduct by members of the city's civilian police commission.  ,0.189,0.811,0.0,-0.7717
894,police misconduct,Trump-Appointed Inspector Generals Office Had Sexual Misconduct Findings Removed From Report  via @Yahoo  Cuffari IG blocked investigations that SS staff proposed Re: tear gas  sting-ball grenades to disperse police brutality protesters near the WH.,0.205,0.795,0.0,-0.7906
895,police misconduct,'Blundering' police face new probe into case of serial sex killer Stephen Port who went on year-long murder spree before he was caught. “A 'whitewash' probe clearing  police officers of misconduct will be re-opened.” via  ,0.214,0.786,0.0,-0.875
896,police misconduct,Over the last decade the El Paso Police Department has been plagued by incidents of abuse and misconduct including use of lethal force. Yet the majority of these victims don't get justice. It's time to hold the EPPD accountable  Sign the petition here  ,0.188,0.812,0.0,-0.851
897,police misconduct,I don't know who broke the once venerable @FBI but it is so broken; is everything about it broken IDK but they sure do target people with opposing views and IGNORE people with the same views even while burning courthouses police stations etc.  ,0.307,0.614,0.079,-0.9469
898,police misconduct,Fury over delay into ex-Cleveland Police chief's misconduct probe   Proud racist corrupt and rotten @ClevelandPolice,0.504,0.379,0.117,-0.8807
899,police misconduct,A previous holiday with my first cousin James.  I will always be there for the Hispanic community of America.  My family is Polish Japanese and Hispanic.  My extended family is Italian.  Police misconduct also affects the Hispanic community of America.  MI ,0.0,0.934,0.066,0.4019
900,police misconduct,The hidden $. Billion-dollar cost of repeated PoliceMisconduct settlements over the past decade alone. Imagine what good could have been done with $.B for our communities instead of compensating victims abused by law enforcement. policereformnow  ,0.183,0.747,0.07,-0.5719
901,police misconduct,Transparency leads to accountability. That's why we published the Police Transparency Guide. Learn how to use California's new public access requirements to put a spotlight on police misconduct and serious use of force.  Bookmark it today. ,0.037,0.963,0.0,-0.0772
902,police misconduct,Police took Gardner's entire server — which she claims had  police-misconduct investigations on it — when they raided her office in .  That's where the doc central to her ethics complaint came from — a doc of thoughts she made after meeting a witness ,0.056,0.944,0.0,-0.296
903,police misconduct,It's called Police Misconduct and Corruption ,0.0,1.0,0.0,0.0
904,police misconduct,This week the Commission on Judicial Performance publicly admonished Long Beach judge Judith L Meyer. In May  she presided over a hearing in which the PD alleged that  Long Beach police officers engaged in misconduct regarding witnesses.,0.075,0.855,0.07,-0.0516
905,police misconduct,Drugs Gang Violence. Prostitution. They do not. “Scare me.”  It is just something you live with.  Police Misconduct.  Sht like that.   I mean I read in the newspaper that the mass shooting in Sacramento was GANG VIOLENCE.  As I kind of thought it could be.,0.177,0.773,0.05,-0.8143
906,police misconduct,i've worked on very complex federal civil rights cases involving police misconduct  helped the US DOJ apply the  police pattern misconduct consent decree law for its first ever such cases in U.S. history   we saw repeated official denials by police in such instances often,0.0,0.958,0.042,0.2263
907,police misconduct,By @BBCNews - Thames Valley Police's ex- PC Oliver Perry-Smith pleaded guilty to misconduct in a public office and computer misuse. He pursued relationships with women he met through work. Our Kevin Donoghue has a professional interest in this case. ,0.069,0.858,0.074,0.0516
908,police misconduct,Oh no   ,0.688,0.312,0.0,-0.296
909,police misconduct,Concerns raised over former chief constable doing advisory work for Police and Crime Commissioner while facing gross misconduct probe ,0.28,0.72,0.0,-0.765
910,police misconduct,What does yyc need before we come up with a new symbol for both sides as this interview suggests?  Deal with police brutality and misconduct in the CPS first. It's well documented and frankly the idea that a patch gets better billing right now is ludicrous. ,0.126,0.777,0.097,-0.3612
911,police misconduct,What do false confessions biased judges sloppy police work and prosecutorial misconduct have in common? Theyre all factors that may contribute to a WrongfulConviction. Let Criminal Defense Attorney Brian Gabriel fight for your innocence today.  ,0.197,0.704,0.1,-0.6124
912,police misconduct,There needs to be a Federal Investigation inside Leon Lott and the entire S.C. Richland County Sheriff's Department. For Scandles Fraudulently offenses Fabricated Charges and crime scenes Opportunistic Theft Police Misconduct Racial Profiling violation of civil rights.,0.286,0.714,0.0,-0.886
913,police misconduct,Ex-Met officer Javed Sabir stalked woman by repeatedly calling her and turning up outside her house. ,0.0,1.0,0.0,0.0
914,police misconduct,The cost of police misconduct is too high—for the victims for the taxpayers. Its time for states to EndQualifiedImmunity. OCTEQI ,0.108,0.892,0.0,-0.3182
915,police misconduct,All the evidence of racist bent judges  The investigation into the polices handling of the Rotherham grooming gang scandal in which an estimated  young girls were sexually abused has failed to impose any criminal penalties or see any officers fired for misconduct.,0.393,0.607,0.0,-0.9709
916,police misconduct,Police officers who handcuffed Indigenous man granddaughter outside bank ordered suspended for misconduct ,0.205,0.795,0.0,-0.4767
917,police misconduct,The Criminal Court for Corruption and Misconduct Case Region VII sentenced eight people to four-year imprisonment for the death of two police cadets in their training parachute jumps in .  @TNAMCOT,0.237,0.763,0.0,-0.8126
918,police misconduct,Toronto police Consts. Gurmakh Benning and Calvin Au are facing misconduct charges for allegedly failing to document the confrontation with -year-old Chadd Facey. The SIU is separately investigating Faceys death. ,0.309,0.691,0.0,-0.891
919,police misconduct,The Philippine National Police does not tolerate misconduct among its men who are expected to uphold human rights and proper discipline at all times. SerbisyongMayPagkukusaNgitiAtMalasakit PNPKakampiMo WeServeAndProtect TeamPNP ,0.0,1.0,0.0,0.0
920,police misconduct,Ex-Devon and Cornwall Police Special Constable guilty of grossmisconduct ,0.224,0.56,0.216,-0.0258
